id_pelanggan;usia;status_pekerjaan;lama_bekerja_tahun;pendapatan_tahunan;skor_kredit;lama_riwayat_kredit_tahun;aset_tabungan;hutang_saat_ini;gagal_bayar_tercatat;tunggakan_2thn_terakhir;catatan_negatif;tipe_produk;tujuan_pinjaman;jumlah_pinjaman;suku_bunga;rasio_hutang_terhadap_pendapatan;rasio_pinjaman_terhadap_pendapatan;rasio_pembayaran_terhadap_pendapatan;status_pinjaman
CUST127093;47.0;Bekerja;10.2;52993;653;13.4;851;20934;0;1;0;Kredit Berjalan;Pendidikan;17500;9.2;0.395;0.33;0.11;1
CUST127094;45.0;Bekerja;0.7;47107;622;14.1;2734;5071;1;2;0;Pinjaman Pribadi;Pendidikan;39200;13.06;0.108;0.832;0.277;0
CUST127095;30.0;Bekerja;9.4;48147;601;10.3;1177;36592;0;0;0;Kartu Kredit;Pendidikan;20900;20.17;0.76;0.434;0.145;0
CUST127096;61.0;Wiraswasta;7.6;30162;715;23.6;3092;5625;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;9500;11.34;0.186;0.315;0.105;1
CUST127097;36.0;Bekerja;17.8;37422;722;7.2;751;19368;0;1;0;Kartu Kredit;Pribadi;48000;15.99;0.518;1.283;0.428;1
CUST127098;18.0;Bekerja;0.0;25208;627;1.2;59;6951;0;0;0;Kartu Kredit;Pribadi;7300;20.44;0.276;0.29;0.097;1
CUST127099;31.0;Mahasiswa;1.8;16136;652;5.1;12;5862;0;1;0;Pinjaman Pribadi;Renovasi Rumah;7400;12.75;0.363;0.459;0.153;1
CUST127100;29.0;Bekerja;2.7;27395;702;5.8;3187;3982;0;0;0;Kartu Kredit;Renovasi Rumah;37200;16.21;0.145;1.358;0.453;1
CUST127101;44.0;Bekerja;23.4;20735;751;11.3;1003;7157;0;1;0;Kartu Kredit;Pendidikan;4800;15.15;0.345;0.231;0.077;1
CUST127102;29.0;Bekerja;4.8;67143;615;5.5;439;29041;1;0;0;Pinjaman Pribadi;Konsolidasi Hutang;100000;13.14;0.433;1.489;0.496;0
CUST127103;48.0;Bekerja;6.9;33753;636;20.7;11056;14710;0;1;0;Kartu Kredit;Medis;2100;19.99;0.436;0.062;0.021;1
CUST127104;41.0;Bekerja;2.5;32911;649;19.8;677;7594;0;0;0;Kredit Berjalan;Pribadi;12000;12.0;0.231;0.365;0.122;1
CUST127105;22.0;Bekerja;0.5;52777;645;1.9;347;14284;0;2;0;Kartu Kredit;Pendidikan;5200;20.63;0.271;0.099;0.033;1
CUST127106;33.0;Bekerja;14.1;43239;523;10.4;3043;28966;0;1;0;Kartu Kredit;Renovasi Rumah;59100;22.35;0.67;1.367;0.456;0
CUST127107;25.0;Bekerja;2.0;30364;564;3.7;506;10679;1;0;0;Kartu Kredit;Pribadi;6300;21.92;0.352;0.207;0.069;0
CUST127108;37.0;Bekerja;18.5;36387;669;14.0;1061;21500;0;0;0;Kartu Kredit;Renovasi Rumah;7900;18.7;0.591;0.217;0.072;0
CUST127109;25.0;Mahasiswa;1.7;27186;580;2.1;28;4904;0;4;0;Kartu Kredit;Renovasi Rumah;2700;22.11;0.18;0.099;0.033;0
CUST127110;35.0;Bekerja;12.6;21940;686;10.9;327;3711;0;0;0;Pinjaman Pribadi;Pribadi;28600;12.34;0.169;1.304;0.435;1
CUST127111;31.0;Bekerja;9.3;92822;672;10.5;988;57416;0;1;0;Pinjaman Pribadi;Pribadi;55200;12.38;0.619;0.595;0.198;0
CUST127112;33.0;Bekerja;13.4;21967;659;3.6;76;8228;0;0;0;Kredit Berjalan;Konsolidasi Hutang;16500;10.88;0.375;0.751;0.25;0
CUST127113;59.0;Wiraswasta;7.5;31501;721;3.2;32;10445;0;1;0;Kartu Kredit;Medis;41700;16.01;0.332;1.324;0.441;1
CUST127114;30.0;Bekerja;10.8;17882;556;8.4;24;838;0;2;0;Pinjaman Pribadi;Medis;24700;15.41;0.047;1.381;0.46;0
CUST127115;18.0;Bekerja;0.0;58948;584;1.3;257;6404;0;0;0;Kartu Kredit;Medis;7100;22.82;0.109;0.12;0.04;1
CUST127116;47.0;Bekerja;21.8;28745;740;27.0;1322;1526;0;0;0;Pinjaman Pribadi;Bisnis;32400;10.43;0.053;1.127;0.376;1
CUST127117;47.0;Bekerja;22.9;34497;662;11.7;2470;10300;0;0;0;Kartu Kredit;Bisnis;40500;18.87;0.299;1.174;0.391;1
CUST127118;18.0;Bekerja;0.0;37522;678;1.0;221;16135;0;0;0;Kartu Kredit;Pendidikan;6000;17.22;0.43;0.16;0.053;1
CUST127119;26.0;Bekerja;3.6;28029;712;2.6;701;7893;0;2;0;Pinjaman Pribadi;Medis;41000;9.74;0.282;1.463;0.488;1
CUST127120;40.0;Bekerja;5.6;19043;739;4.6;276;4407;0;0;0;Kartu Kredit;Bisnis;9600;17.46;0.231;0.504;0.168;1
CUST127121;41.0;Wiraswasta;16.6;37990;689;21.9;25353;13908;0;0;0;Pinjaman Pribadi;Renovasi Rumah;2900;12.07;0.366;0.076;0.025;1
CUST127122;34.0;Bekerja;1.0;57068;584;4.2;1503;11769;1;4;2;Kartu Kredit;Pribadi;34200;21.0;0.206;0.599;0.2;0
CUST127123;35.0;Wiraswasta;7.9;75832;590;14.7;8733;12451;0;0;1;Kredit Berjalan;Bisnis;50000;13.21;0.164;0.659;0.22;0
CUST127124;23.0;Bekerja;3.8;19882;521;3.0;280;12274;0;0;0;Pinjaman Pribadi;Renovasi Rumah;31100;16.81;0.617;1.564;0.521;0
CUST127125;18.0;Bekerja;0.0;21658;576;1.6;309;14771;0;0;4;Kartu Kredit;Pendidikan;14000;22.2;0.682;0.646;0.215;0
CUST127126;59.0;Mahasiswa;0.2;41205;691;17.1;114;18111;1;3;0;Kredit Berjalan;Pendidikan;17800;9.6;0.44;0.432;0.144;0
CUST127127;23.0;Bekerja;2.3;76322;655;2.6;5291;22357;1;4;0;Kartu Kredit;Pribadi;70000;17.4;0.293;0.917;0.306;0
CUST127128;37.0;Bekerja;13.2;37215;555;10.6;24944;10196;1;0;1;Kredit Berjalan;Konsolidasi Hutang;36000;13.89;0.274;0.967;0.322;0
CUST127129;33.0;Mahasiswa;1.8;24851;565;4.1;2;17173;0;0;0;Pinjaman Pribadi;Renovasi Rumah;38000;16.84;0.691;1.529;0.51;0
CUST127130;45.0;Wiraswasta;14.9;129421;686;4.8;401;46850;0;1;0;Kredit Berjalan;Bisnis;14700;9.08;0.362;0.114;0.038;1
CUST127131;36.0;Mahasiswa;0.5;23024;645;2.3;85;7162;0;0;0;Kartu Kredit;Medis;2300;19.87;0.311;0.1;0.033;1
CUST127132;36.0;Mahasiswa;0.3;45401;625;4.6;104;22165;0;0;0;Kartu Kredit;Bisnis;4500;20.36;0.488;0.099;0.033;0
CUST127133;18.0;Bekerja;0.0;18861;623;0.8;95;5112;0;1;0;Kredit Berjalan;Pribadi;9100;11.6;0.271;0.482;0.161;1
CUST127134;24.0;Bekerja;1.0;23709;536;2.9;200;4225;0;0;0;Kartu Kredit;Pendidikan;21500;22.1;0.178;0.907;0.302;0
CUST127135;43.0;Bekerja;17.5;32863;756;1.6;226;7119;0;0;0;Kredit Berjalan;Pendidikan;22700;6.18;0.217;0.691;0.23;1
CUST127136;42.0;Bekerja;12.7;28791;673;17.5;3953;12032;0;0;0;Kartu Kredit;Pribadi;11400;18.05;0.418;0.396;0.132;1
CUST127137;23.0;Bekerja;1.2;26761;658;2.5;60;3409;0;0;0;Kredit Berjalan;Pendidikan;9200;10.08;0.127;0.344;0.115;1
CUST127138;18.0;Bekerja;0.0;25901;631;1.0;86;2977;0;0;0;Kartu Kredit;Renovasi Rumah;31600;20.3;0.115;1.22;0.407;0
CUST127139;36.0;Bekerja;1.7;17915;567;4.8;138;13963;0;0;0;Kartu Kredit;Pribadi;15100;21.34;0.779;0.843;0.281;0
CUST127140;18.0;Bekerja;0.0;25964;667;0.9;126;3593;0;0;0;Pinjaman Pribadi;Pendidikan;19900;12.69;0.138;0.766;0.255;1
CUST127141;21.0;Bekerja;2.0;18053;595;2.6;48;898;0;0;1;Kredit Berjalan;Pendidikan;8600;13.8;0.05;0.476;0.159;1
CUST127142;56.0;Bekerja;0.6;72267;677;4.0;137;35272;0;0;0;Kartu Kredit;Pribadi;4300;17.98;0.488;0.06;0.02;1
CUST127143;52.0;Wiraswasta;20.5;113462;601;4.9;46;4275;0;0;0;Kartu Kredit;Pribadi;70000;19.31;0.038;0.617;0.206;1
CUST127144;40.0;Wiraswasta;6.5;54815;655;2.3;101;3670;0;0;0;Pinjaman Pribadi;Bisnis;55600;11.2;0.067;1.014;0.338;1
CUST127145;38.0;Bekerja;0.9;59166;597;0.0;0;4625;0;3;0;Kredit Berjalan;Pribadi;13100;13.98;0.078;0.221;0.074;0
CUST127146;18.0;Bekerja;0.0;16098;612;1.4;44;1988;0;0;0;Kartu Kredit;Pribadi;14100;20.75;0.123;0.876;0.292;0
CUST127147;26.0;Bekerja;2.9;34320;623;3.8;467;8844;0;2;0;Pinjaman Pribadi;Bisnis;16300;13.51;0.258;0.475;0.158;0
CUST127148;31.0;Bekerja;9.1;22008;706;11.5;419;8680;0;0;0;Kredit Berjalan;Pribadi;8000;8.19;0.394;0.364;0.121;1
CUST127149;26.0;Bekerja;5.6;47440;655;2.7;3951;20206;0;0;0;Pinjaman Pribadi;Pendidikan;34800;12.81;0.426;0.734;0.245;1
CUST127150;30.0;Bekerja;5.2;29552;577;9.2;943;5364;0;0;1;Kartu Kredit;Konsolidasi Hutang;12600;22.64;0.182;0.426;0.142;0
CUST127151;50.0;Bekerja;21.0;44085;582;20.1;1076;14994;1;1;0;Kartu Kredit;Renovasi Rumah;4800;22.67;0.34;0.109;0.036;0
CUST127152;28.0;Bekerja;8.6;22661;609;4.8;429;1282;0;1;0;Kartu Kredit;Pribadi;8400;20.16;0.057;0.371;0.124;1
CUST127153;30.0;Bekerja;0.7;93124;624;5.0;51;15260;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;86800;14.16;0.164;0.932;0.311;0
CUST127154;43.0;Bekerja;3.7;29042;707;13.4;129;8660;0;0;0;Pinjaman Pribadi;Medis;3600;11.37;0.298;0.124;0.041;1
CUST127155;18.0;Bekerja;0.0;21977;639;0.6;235;6265;0;0;0;Kartu Kredit;Konsolidasi Hutang;14900;19.05;0.285;0.678;0.226;0
CUST127156;24.0;Bekerja;5.0;27575;645;3.7;674;7544;0;0;0;Pinjaman Pribadi;Medis;53100;14.41;0.274;1.926;0.642;0
CUST127157;26.0;Bekerja;4.1;20342;571;5.0;46;4700;1;1;1;Pinjaman Pribadi;Pendidikan;1000;15.03;0.231;0.049;0.016;0
CUST127158;35.0;Wiraswasta;3.2;38954;671;0.8;81;2289;0;0;1;Pinjaman Pribadi;Renovasi Rumah;24800;11.26;0.059;0.637;0.212;1
CUST127159;30.0;Mahasiswa;1.9;17574;599;8.9;397;3759;0;1;1;Pinjaman Pribadi;Renovasi Rumah;1200;16.03;0.214;0.068;0.023;1
CUST127160;31.0;Bekerja;2.9;50338;662;10.9;10101;3747;0;0;0;Kartu Kredit;Renovasi Rumah;49700;17.71;0.074;0.987;0.329;1
CUST127161;27.0;Mahasiswa;1.7;26794;639;8.1;36;5744;0;0;0;Kartu Kredit;Konsolidasi Hutang;2700;20.93;0.214;0.101;0.034;1
CUST127162;22.0;Bekerja;4.0;33946;577;3.3;269;9110;0;1;1;Kartu Kredit;Renovasi Rumah;19900;22.65;0.268;0.586;0.195;0
CUST127163;42.0;Bekerja;14.7;21009;641;15.0;2838;1642;0;0;0;Pinjaman Pribadi;Renovasi Rumah;1200;14.84;0.078;0.057;0.019;1
CUST127164;30.0;Wiraswasta;2.4;74429;545;1.3;2477;6392;0;0;1;Pinjaman Pribadi;Pribadi;100000;16.62;0.086;1.344;0.448;0
CUST127165;42.0;Bekerja;12.0;131036;691;15.8;8400;27999;0;1;0;Kartu Kredit;Pribadi;70000;17.31;0.214;0.534;0.178;1
CUST127166;21.0;Bekerja;2.0;26218;699;0.5;9;10508;0;0;0;Kartu Kredit;Bisnis;22100;18.45;0.401;0.843;0.281;1
CUST127167;27.0;Bekerja;1.2;20124;651;4.0;239;7215;0;0;0;Pinjaman Pribadi;Pendidikan;27000;11.9;0.359;1.342;0.447;1
CUST127168;32.0;Wiraswasta;9.8;59961;656;9.9;367;7067;0;0;0;Kartu Kredit;Pribadi;70000;18.74;0.118;1.167;0.389;1
CUST127169;33.0;Mahasiswa;1.9;15467;691;6.9;111;8621;0;0;0;Kartu Kredit;Pribadi;1500;17.31;0.557;0.097;0.032;0
CUST127170;44.0;Bekerja;13.2;72628;713;18.2;659;4565;0;0;0;Pinjaman Pribadi;Pendidikan;13700;9.98;0.063;0.189;0.063;1
CUST127171;29.0;Bekerja;9.0;26887;616;8.4;43;6018;0;0;0;Pinjaman Pribadi;Pribadi;49900;14.02;0.224;1.856;0.619;1
CUST127172;43.0;Bekerja;24.8;92488;757;24.3;679;30466;0;0;0;Pinjaman Pribadi;Pendidikan;99600;9.21;0.329;1.077;0.359;1
CUST127173;39.0;Wiraswasta;11.7;47580;748;7.4;324;13879;0;1;0;Kartu Kredit;Renovasi Rumah;59900;15.76;0.292;1.259;0.42;1
CUST127174;33.0;Wiraswasta;6.9;84298;559;14.7;3506;24377;0;0;0;Kredit Berjalan;Medis;15200;13.36;0.289;0.18;0.06;1
CUST127175;23.0;Wiraswasta;1.0;22220;612;0.8;3;15565;0;2;0;Kredit Berjalan;Pribadi;15400;11.81;0.7;0.693;0.231;0
CUST127176;44.0;Wiraswasta;12.2;119664;609;14.0;6760;72474;0;0;0;Pinjaman Pribadi;Pribadi;100000;13.1;0.606;0.836;0.279;0
CUST127177;23.0;Bekerja;4.5;34056;532;0.7;28;5598;0;1;1;Kartu Kredit;Pribadi;14800;21.88;0.164;0.435;0.145;0
CUST127178;34.0;Bekerja;2.2;130529;596;15.7;5999;33329;0;2;0;Pinjaman Pribadi;Medis;16600;16.24;0.255;0.127;0.042;0
CUST127179;34.0;Mahasiswa;1.0;19530;715;12.0;1848;1792;0;0;0;Pinjaman Pribadi;Medis;18000;9.92;0.092;0.922;0.307;1
CUST127180;32.0;Bekerja;0.2;26501;543;0.9;14;14313;0;1;0;Kartu Kredit;Pendidikan;16200;22.31;0.54;0.611;0.204;0
CUST127181;30.0;Bekerja;10.7;39803;640;3.0;1354;12880;0;1;0;Pinjaman Pribadi;Bisnis;54200;14.39;0.324;1.362;0.454;0
CUST127182;25.0;Bekerja;2.2;23647;539;4.6;601;4525;0;1;2;Kredit Berjalan;Renovasi Rumah;15600;13.22;0.191;0.66;0.22;0
CUST127183;18.0;Bekerja;0.0;49213;628;1.5;126;9087;0;1;1;Kartu Kredit;Bisnis;57300;19.55;0.185;1.164;0.388;0
CUST127184;51.0;Bekerja;21.1;15000;628;12.9;519;3568;0;1;0;Kartu Kredit;Medis;20200;19.34;0.238;1.347;0.449;1
CUST127185;29.0;Wiraswasta;1.7;91416;582;9.9;2723;33438;0;1;0;Kartu Kredit;Bisnis;70000;22.04;0.366;0.766;0.255;0
CUST127186;33.0;Bekerja;11.3;47414;503;12.6;216;5894;1;2;1;Kartu Kredit;Renovasi Rumah;20700;21.88;0.124;0.437;0.146;0
CUST127187;33.0;Bekerja;7.6;26117;578;11.4;68;4880;1;1;0;Kartu Kredit;Konsolidasi Hutang;19300;21.18;0.187;0.739;0.246;0
CUST127188;48.0;Bekerja;2.0;93721;689;26.9;1421;32003;0;0;0;Kartu Kredit;Bisnis;35200;17.42;0.341;0.376;0.125;1
CUST127189;58.0;Wiraswasta;5.4;73029;683;3.4;2206;16731;0;0;0;Kartu Kredit;Konsolidasi Hutang;39700;18.51;0.229;0.544;0.181;0
CUST127190;36.0;Bekerja;10.7;49440;741;8.2;46724;30029;0;1;0;Pinjaman Pribadi;Renovasi Rumah;4400;9.78;0.607;0.089;0.03;0
CUST127191;33.0;Wiraswasta;5.3;25553;651;4.3;653;12275;1;1;0;Kartu Kredit;Renovasi Rumah;28400;17.14;0.48;1.111;0.37;0
CUST127192;21.0;Bekerja;2.7;16806;609;1.7;28;3447;0;0;0;Kartu Kredit;Konsolidasi Hutang;5400;20.47;0.205;0.321;0.107;0
CUST127193;18.0;Bekerja;0.0;67744;694;1.8;4094;20843;0;0;0;Kredit Berjalan;Renovasi Rumah;13000;10.07;0.308;0.192;0.064;1
CUST127194;18.0;Bekerja;0.0;25544;644;0.6;514;3300;0;0;0;Kartu Kredit;Renovasi Rumah;25800;20.16;0.129;1.01;0.337;0
CUST127195;25.0;Bekerja;5.1;65522;738;6.9;521;24727;0;0;0;Kartu Kredit;Renovasi Rumah;30900;16.54;0.377;0.472;0.157;1
CUST127196;18.0;Bekerja;0.0;15000;608;0.7;17;3096;0;0;0;Kredit Berjalan;Renovasi Rumah;6800;12.62;0.206;0.453;0.151;0
CUST127197;47.0;Bekerja;13.9;32986;710;7.4;276;8579;0;0;0;Pinjaman Pribadi;Pribadi;1600;9.93;0.26;0.049;0.016;1
CUST127198;40.0;Bekerja;21.5;37003;625;12.4;6020;993;0;0;0;Pinjaman Pribadi;Pribadi;44000;14.08;0.027;1.189;0.396;1
CUST127199;31.0;Bekerja;11.7;45098;612;7.2;655;3493;1;0;0;Pinjaman Pribadi;Pendidikan;76300;14.17;0.077;1.692;0.564;0
CUST127200;48.0;Bekerja;5.4;90805;764;5.1;1354;16943;0;0;0;Kartu Kredit;Pendidikan;26500;14.29;0.187;0.292;0.097;1
CUST127201;22.0;Bekerja;0.8;22720;749;0.8;5;6874;0;0;0;Pinjaman Pribadi;Pendidikan;16100;10.75;0.303;0.709;0.236;1
CUST127202;25.0;Bekerja;1.9;80212;657;1.3;231;36574;0;0;0;Pinjaman Pribadi;Renovasi Rumah;89000;12.05;0.456;1.11;0.37;0
CUST127203;18.0;Bekerja;0.0;34055;649;0.0;0;7073;0;0;0;Kartu Kredit;Konsolidasi Hutang;21100;19.41;0.208;0.62;0.207;0
CUST127204;44.0;Bekerja;24.3;42175;641;8.1;4823;12200;0;0;0;Pinjaman Pribadi;Medis;10800;13.17;0.289;0.256;0.085;1
CUST127205;25.0;Bekerja;0.9;32144;612;0.4;41;9244;0;4;0;Kredit Berjalan;Pribadi;10000;11.44;0.288;0.311;0.104;0
CUST127206;35.0;Bekerja;16.9;40612;550;16.6;2597;476;0;0;2;Kredit Berjalan;Pribadi;18400;14.56;0.012;0.453;0.151;0
CUST127207;47.0;Bekerja;9.4;54063;704;25.7;3953;13131;0;1;0;Pinjaman Pribadi;Renovasi Rumah;48800;10.46;0.243;0.903;0.301;1
CUST127208;51.0;Bekerja;11.4;41953;747;26.1;109;6839;0;0;0;Kartu Kredit;Renovasi Rumah;55200;17.14;0.163;1.316;0.439;1
CUST127209;34.0;Wiraswasta;6.9;67826;704;15.7;28380;32282;0;1;0;Pinjaman Pribadi;Bisnis;19400;11.01;0.476;0.286;0.095;1
CUST127210;39.0;Bekerja;2.0;38877;615;1.7;238;12120;0;0;1;Kartu Kredit;Renovasi Rumah;51200;20.41;0.312;1.317;0.439;0
CUST127211;24.0;Mahasiswa;1.8;15000;623;1.8;185;1381;0;0;0;Kartu Kredit;Pendidikan;1500;19.18;0.092;0.1;0.033;1
CUST127212;55.0;Wiraswasta;1.6;92010;624;29.7;73717;24193;0;0;0;Kredit Berjalan;Pribadi;44400;12.38;0.263;0.483;0.161;1
CUST127213;33.0;Mahasiswa;0.0;27536;643;6.6;7494;5789;0;0;0;Pinjaman Pribadi;Bisnis;7000;13.46;0.21;0.254;0.085;1
CUST127214;35.0;Bekerja;16.5;49148;704;8.3;2257;34760;0;0;0;Kartu Kredit;Pribadi;54600;16.72;0.707;1.111;0.37;0
CUST127215;30.0;Wiraswasta;3.8;102654;582;2.2;729;31221;1;0;1;Pinjaman Pribadi;Renovasi Rumah;32000;15.54;0.304;0.312;0.104;0
CUST127216;49.0;Mahasiswa;0.5;19332;619;20.8;1675;4179;0;0;0;Kartu Kredit;Konsolidasi Hutang;1900;20.62;0.216;0.098;0.033;1
CUST127217;37.0;Bekerja;5.2;39946;669;7.0;1573;11386;0;0;0;Kartu Kredit;Pribadi;37600;17.6;0.285;0.941;0.314;1
CUST127218;44.0;Wiraswasta;11.4;23766;630;13.1;755;12780;0;1;0;Pinjaman Pribadi;Pribadi;5600;13.37;0.538;0.236;0.079;0
CUST127219;39.0;Mahasiswa;1.8;15000;624;1.9;184;6364;0;0;0;Pinjaman Pribadi;Pendidikan;15000;13.41;0.424;1.0;0.333;0
CUST127220;32.0;Bekerja;10.5;42971;771;1.4;751;6845;0;0;0;Kredit Berjalan;Pribadi;8600;6.38;0.159;0.2;0.067;1
CUST127221;46.0;Bekerja;4.9;42367;775;25.9;47583;4331;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;42700;9.36;0.102;1.008;0.336;1
CUST127222;39.0;Bekerja;7.2;30582;611;12.3;37;6749;0;1;0;Pinjaman Pribadi;Bisnis;26600;14.45;0.221;0.87;0.29;0
CUST127223;23.0;Bekerja;2.1;125177;738;3.1;599;50175;0;0;0;Kredit Berjalan;Renovasi Rumah;50000;9.15;0.401;0.399;0.133;1
CUST127224;23.0;Bekerja;4.9;43357;678;2.2;206;2465;0;0;0;Pinjaman Pribadi;Medis;56900;11.28;0.057;1.312;0.437;0
CUST127225;36.0;Bekerja;14.0;59144;474;12.3;1702;3762;0;0;0;Kartu Kredit;Pendidikan;70000;21.66;0.064;1.184;0.395;1
CUST127226;45.0;Bekerja;13.2;30576;613;18.2;3205;13483;0;0;0;Pinjaman Pribadi;Renovasi Rumah;42400;14.11;0.441;1.387;0.462;0
CUST127227;54.0;Bekerja;8.9;52530;677;2.0;18;2981;0;0;0;Kredit Berjalan;Bisnis;17100;10.22;0.057;0.326;0.109;1
CUST127228;18.0;Bekerja;0.0;15362;563;1.4;103;5444;0;2;0;Kartu Kredit;Konsolidasi Hutang;9200;22.18;0.354;0.599;0.2;0
CUST127229;35.0;Wiraswasta;3.1;31025;707;13.6;411;13014;0;0;0;Kartu Kredit;Pribadi;15700;15.64;0.419;0.506;0.169;1
CUST127230;40.0;Bekerja;7.3;49999;749;11.1;408;14664;0;0;0;Kartu Kredit;Konsolidasi Hutang;58300;16.22;0.293;1.166;0.389;1
CUST127231;38.0;Bekerja;10.6;53725;627;5.2;1177;11951;0;1;0;Kartu Kredit;Pendidikan;45800;20.87;0.222;0.852;0.284;1
CUST127232;47.0;Bekerja;4.9;65171;685;4.3;1488;3455;0;0;0;Pinjaman Pribadi;Bisnis;22400;11.74;0.053;0.344;0.115;1
CUST127233;42.0;Wiraswasta;15.0;63044;571;19.6;1116;15877;0;1;0;Pinjaman Pribadi;Medis;100000;16.68;0.252;1.586;0.529;0
CUST127234;23.0;Bekerja;4.7;25285;631;3.3;131;7276;0;1;0;Kartu Kredit;Renovasi Rumah;32100;19.42;0.288;1.27;0.423;0
CUST127235;22.0;Mahasiswa;1.1;21338;682;0.0;0;6658;0;0;0;Kartu Kredit;Konsolidasi Hutang;2100;17.59;0.312;0.098;0.033;1
CUST127236;38.0;Bekerja;7.3;45416;715;0.9;63;20466;0;0;0;Pinjaman Pribadi;Medis;62800;10.23;0.451;1.383;0.461;0
CUST127237;46.0;Bekerja;19.6;58151;567;0.7;187;11279;0;0;1;Pinjaman Pribadi;Pribadi;100000;16.52;0.194;1.72;0.573;0
CUST127238;;Bekerja;12.4;58281;798;6.2;128;2100;0;1;0;Kartu Kredit;Pribadi;59000;15.08;0.036;1.012;0.337;1
CUST127239;18.0;Bekerja;0.0;21309;532;1.5;348;5031;0;3;2;Kartu Kredit;Medis;2600;21.1;0.236;0.122;0.041;0
CUST127240;22.0;Bekerja;3.7;27606;633;3.3;68;3786;0;0;0;Pinjaman Pribadi;Pendidikan;46300;14.55;0.137;1.677;0.559;1
CUST127241;43.0;Bekerja;8.5;26661;630;11.8;531;10015;0;1;0;Kartu Kredit;Bisnis;32400;19.69;0.376;1.215;0.405;0
CUST127242;30.0;Bekerja;1.6;28645;567;7.0;1658;859;0;2;1;Kredit Berjalan;Bisnis;14800;13.17;0.03;0.517;0.172;0
CUST127243;36.0;Bekerja;16.3;77364;584;14.6;64527;5788;0;0;1;Pinjaman Pribadi;Bisnis;74700;15.69;0.075;0.966;0.322;0
CUST127244;47.0;Wiraswasta;5.4;26264;654;28.2;1008;9474;0;0;0;Pinjaman Pribadi;Pribadi;25500;12.52;0.361;0.971;0.324;1
CUST127245;20.0;Wiraswasta;1.0;53596;584;0.6;46;15220;0;0;0;Kredit Berjalan;Medis;18700;13.52;0.284;0.349;0.116;0
CUST127246;30.0;Bekerja;5.1;35534;728;0.5;32;14306;1;3;0;Kartu Kredit;Pribadi;21000;16.59;0.403;0.591;0.197;0
CUST127247;28.0;Mahasiswa;1.7;20491;630;3.7;206;3995;0;0;0;Kartu Kredit;Pribadi;2000;20.29;0.195;0.098;0.033;1
CUST127248;39.0;Bekerja;12.3;18663;684;6.8;917;2260;0;3;0;Kartu Kredit;Konsolidasi Hutang;20900;17.63;0.121;1.12;0.373;0
CUST127249;44.0;Bekerja;15.5;46762;688;14.3;18252;8839;0;0;0;Kartu Kredit;Bisnis;7300;17.98;0.189;0.156;0.052;1
CUST127250;18.0;Bekerja;0.0;37127;616;1.0;3;6685;0;0;0;Pinjaman Pribadi;Medis;21700;14.61;0.18;0.584;0.195;0
CUST127251;34.0;Bekerja;16.0;55416;639;11.2;17710;3988;0;1;0;Pinjaman Pribadi;Bisnis;60100;13.01;0.072;1.085;0.362;1
CUST127252;45.0;Bekerja;26.0;48646;547;25.1;839;24404;0;0;0;Kartu Kredit;Bisnis;40300;22.23;0.502;0.828;0.276;0
CUST127253;18.0;Bekerja;0.0;49066;554;1.8;44;16210;1;3;0;Pinjaman Pribadi;Pendidikan;17100;15.52;0.33;0.349;0.116;0
CUST127254;34.0;Bekerja;15.8;49154;643;0.8;22;10134;0;1;0;Pinjaman Pribadi;Renovasi Rumah;33200;14.28;0.206;0.675;0.225;0
CUST127255;20.0;Bekerja;1.4;15000;596;0.4;6;2245;0;0;0;Kartu Kredit;Medis;11100;22.3;0.15;0.74;0.247;0
CUST127256;27.0;Bekerja;5.7;42239;691;3.0;554;16609;0;0;0;Kartu Kredit;Renovasi Rumah;5200;18.7;0.393;0.123;0.041;1
CUST127257;18.0;Wiraswasta;1.0;108193;598;0.7;1652;13405;0;2;0;Kredit Berjalan;Medis;23000;13.04;0.124;0.213;0.071;0
CUST127258;51.0;Bekerja;32.7;58377;675;0.2;158;12564;0;0;0;Kartu Kredit;Bisnis;70000;17.5;0.215;1.199;0.4;1
CUST127259;30.0;Wiraswasta;3.2;53335;614;10.1;1386;19714;0;0;0;Kartu Kredit;Pendidikan;27800;20.17;0.37;0.521;0.174;1
CUST127260;25.0;Bekerja;6.6;40313;595;2.8;91;27792;1;1;1;Kredit Berjalan;Bisnis;31800;14.71;0.689;0.789;0.263;0
CUST127261;38.0;Mahasiswa;0.7;15000;630;16.9;1034;2557;0;0;0;Pinjaman Pribadi;Pendidikan;23400;13.49;0.17;1.56;0.52;1
CUST127262;22.0;Mahasiswa;0.3;15000;481;1.9;77;3445;0;0;0;Pinjaman Pribadi;Medis;28100;15.74;0.23;1.873;0.624;0
CUST127263;21.0;Wiraswasta;1.0;50151;599;1.9;738;21355;0;2;0;Pinjaman Pribadi;Pendidikan;88900;15.83;0.426;1.773;0.591;0
CUST127264;53.0;Wiraswasta;26.5;76379;747;20.1;5519;39765;0;0;0;Kartu Kredit;Renovasi Rumah;70000;17.19;0.521;0.916;0.305;1
CUST127265;56.0;Wiraswasta;28.5;68152;681;16.0;8216;25164;0;0;0;Pinjaman Pribadi;Pribadi;89900;12.71;0.369;1.319;0.44;1
